docid	DW
msmarco_passage_04_164364045	52
msmarco_passage_04_193974502	54
msmarco_passage_04_198232030	46
msmarco_passage_04_205845114	49
msmarco_passage_04_252592624	48
msmarco_passage_04_332362648	57
msmarco_passage_04_371578998	51
msmarco_passage_04_371583424	51
msmarco_passage_04_372107951	51
msmarco_passage_04_372109795	47
msmarco_passage_04_372587542	52
msmarco_passage_04_373218991	63
msmarco_passage_04_373655965	53
msmarco_passage_04_467991886	49
msmarco_passage_05_19788245	45
msmarco_passage_05_278014600	50
msmarco_passage_05_6711939	49
msmarco_passage_06_129008850	48
msmarco_passage_06_129020334	48
msmarco_passage_06_129032253	48
msmarco_passage_06_129043737	48
msmarco_passage_06_582629374	56
msmarco_passage_06_764998144	44
msmarco_passage_06_773356081	56
msmarco_passage_07_407386114	49
msmarco_passage_07_44658079	45
msmarco_passage_07_44666982	45
msmarco_passage_07_665221680	57
msmarco_passage_07_675962295	55
msmarco_passage_08_132033903	48
msmarco_passage_08_262719031	48
msmarco_passage_08_294840846	56
msmarco_passage_08_714833794	42
msmarco_passage_08_714835959	35
msmarco_passage_08_714836805	49
msmarco_passage_08_714838095	36
msmarco_passage_08_714856099	42
msmarco_passage_08_714955064	42
msmarco_passage_08_738509975	46
msmarco_passage_09_258953401	44
msmarco_passage_09_35479706	37
msmarco_passage_09_35834417	36
msmarco_passage_09_44160140	53
msmarco_passage_09_549759352	64
msmarco_passage_09_689164388	32
msmarco_passage_09_741026411	52
msmarco_passage_09_757528379	47
msmarco_passage_09_757537713	84
msmarco_passage_09_757539224	60
msmarco_passage_09_757540164	62
msmarco_passage_10_435076862	61
msmarco_passage_10_629898224	55
msmarco_passage_10_630034850	28
msmarco_passage_11_350224377	56
msmarco_passage_11_75478851	69
msmarco_passage_12_166016296	88
msmarco_passage_12_167619418	48
msmarco_passage_12_204669001	69
msmarco_passage_12_204669592	57
msmarco_passage_13_369466002	66
msmarco_passage_13_369467475	41
msmarco_passage_13_369468320	50
msmarco_passage_13_372083744	67
msmarco_passage_13_372090246	67
msmarco_passage_13_405332060	64
msmarco_passage_14_31386036	34
msmarco_passage_14_367463135	43
msmarco_passage_14_368681132	50
msmarco_passage_15_147507996	57
msmarco_passage_15_566086686	56
msmarco_passage_15_570153621	57
msmarco_passage_15_572480650	67
msmarco_passage_15_594213682	54
msmarco_passage_15_596269038	50
msmarco_passage_15_606078784	56
msmarco_passage_15_613191788	50
msmarco_passage_15_616252769	44
msmarco_passage_15_619635360	54
msmarco_passage_15_620818061	50
msmarco_passage_15_621344054	50
msmarco_passage_15_80711260	46
msmarco_passage_17_324169500	53
msmarco_passage_17_384475112	48
msmarco_passage_17_827297155	44
msmarco_passage_18_166772279	46
msmarco_passage_21_632863805	44
msmarco_passage_22_224413418	43
msmarco_passage_22_469471190	67
msmarco_passage_22_593926831	35
msmarco_passage_22_593944097	37
msmarco_passage_24_115419863	54
msmarco_passage_25_264540028	55
msmarco_passage_26_470460787	49
msmarco_passage_27_516235165	103
msmarco_passage_27_516236761	101
msmarco_passage_27_679891709	48
msmarco_passage_28_570719966	57
msmarco_passage_28_635248195	45
msmarco_passage_29_186962493	53
msmarco_passage_29_188033156	44
msmarco_passage_29_465759914	62
msmarco_passage_29_63741961	44
msmarco_passage_29_673166120	57
msmarco_passage_29_673167053	59
msmarco_passage_29_673168855	63
msmarco_passage_29_673170212	57
msmarco_passage_30_634763319	46
msmarco_passage_30_786375500	40
msmarco_passage_30_796086140	50
msmarco_passage_31_202139616	41
msmarco_passage_31_251826781	13
msmarco_passage_31_251827684	46
msmarco_passage_31_618266543	50
msmarco_passage_32_521845086	69
msmarco_passage_32_521845610	72
msmarco_passage_32_521846188	65
msmarco_passage_33_620038171	60
msmarco_passage_34_45742562	40
msmarco_passage_35_147429732	45
msmarco_passage_35_624013766	62
msmarco_passage_35_87301918	63
msmarco_passage_36_112187910	50
msmarco_passage_38_392756544	57
msmarco_passage_38_603104707	61
msmarco_passage_38_612866693	53
msmarco_passage_38_808569491	47
msmarco_passage_41_597670922	45
msmarco_passage_42_536978188	41
msmarco_passage_43_527182396	53
msmarco_passage_44_12228953	42
msmarco_passage_44_12229349	44
msmarco_passage_44_12230636	50
msmarco_passage_44_12233234	51
msmarco_passage_44_12234626	50
msmarco_passage_44_12235051	48
msmarco_passage_45_187620470	48
msmarco_passage_45_187631928	48
msmarco_passage_45_262130008	46
msmarco_passage_45_264310573	57
msmarco_passage_45_624689494	54
msmarco_passage_46_198088236	45
msmarco_passage_47_559232215	48
msmarco_passage_48_390279294	39
msmarco_passage_48_390279708	53
msmarco_passage_48_390280132	59
msmarco_passage_48_547513380	60
msmarco_passage_48_749754868	54
msmarco_passage_48_749821644	44
msmarco_passage_49_260637211	56
msmarco_passage_49_476221271	45
msmarco_passage_49_477120045	45
msmarco_passage_49_478543942	45
msmarco_passage_49_67577493	54
msmarco_passage_49_68536667	55
msmarco_passage_49_68833727	52
msmarco_passage_51_807122849	43
msmarco_passage_51_868220008	51
msmarco_passage_51_868220413	58
msmarco_passage_52_411456018	59
msmarco_passage_52_411461713	62
msmarco_passage_52_5794386	59
msmarco_passage_52_623981999	57
msmarco_passage_52_638702702	55
msmarco_passage_53_459368461	18268
msmarco_passage_53_472852389	48
msmarco_passage_53_472859940	48
msmarco_passage_53_547568489	51
msmarco_passage_53_558065058	49
msmarco_passage_53_753978899	48
msmarco_passage_54_468339245	48
msmarco_passage_54_469436507	48
msmarco_passage_54_672872508	56
msmarco_passage_54_672879201	56
msmarco_passage_56_468438225	55
msmarco_passage_56_468440927	51
msmarco_passage_56_468706039	40
msmarco_passage_56_468747736	46
msmarco_passage_56_481880104	76
msmarco_passage_56_503215189	44
msmarco_passage_56_503236088	42
msmarco_passage_56_503238253	35
msmarco_passage_56_503239099	49
msmarco_passage_56_503240389	36
msmarco_passage_56_503319724	42
msmarco_passage_56_504473115	46
msmarco_passage_56_504473550	52
msmarco_passage_56_605849728	46
msmarco_passage_56_72777343	53
msmarco_passage_56_87713452	46
msmarco_passage_56_87714416	53
msmarco_passage_57_184750813	54
msmarco_passage_57_444822845	37
msmarco_passage_57_479658615	53
msmarco_passage_58_92995908	43
msmarco_passage_60_360957447	65
msmarco_passage_61_453264200	45
msmarco_passage_62_769548714	54
msmarco_passage_63_572765064	68
msmarco_passage_63_572766631	50
msmarco_passage_63_800323116	48
msmarco_passage_65_846704366	62
msmarco_passage_66_141925382	62
msmarco_passage_66_292699236	48
msmarco_passage_66_60881530	52
msmarco_passage_66_810565909	52
msmarco_passage_67_35549919	48
msmarco_passage_00_123873725	54
msmarco_passage_01_735384418	47
msmarco_passage_02_694287173	48
msmarco_passage_02_813074486	47
msmarco_passage_03_480828258	52
msmarco_passage_03_653171690	47
msmarco_passage_03_822999407	72
msmarco_passage_04_188250521	124
msmarco_passage_04_241346952	46
msmarco_passage_04_29368671	51
msmarco_passage_04_308284913	57
msmarco_passage_04_308303438	35
msmarco_passage_04_692733776	111
msmarco_passage_04_95977909	44
msmarco_passage_05_816113450	40
msmarco_passage_06_400768511	103
msmarco_passage_06_400769275	58
msmarco_passage_06_448392821	76
msmarco_passage_06_630406799	46
msmarco_passage_07_498233674	41
msmarco_passage_07_500623734	37
msmarco_passage_07_750565334	49
msmarco_passage_08_171389124	46
msmarco_passage_08_171441150	45
msmarco_passage_08_579594234	59
msmarco_passage_09_11908541	80
msmarco_passage_09_11913409	57
msmarco_passage_09_11915970	42
msmarco_passage_09_860509032	46
msmarco_passage_09_9830958	48
msmarco_passage_10_421140610	86
msmarco_passage_10_541687635	83
msmarco_passage_11_653199445	38
msmarco_passage_12_685790418	68
msmarco_passage_12_685791403	47
msmarco_passage_12_685791853	51
msmarco_passage_12_685792299	42
msmarco_passage_12_685792703	47
msmarco_passage_12_685793114	45
msmarco_passage_12_685793549	43
msmarco_passage_12_685793905	52
msmarco_passage_12_685794360	49
msmarco_passage_12_685794804	45
msmarco_passage_13_633589146	46
msmarco_passage_13_812358260	24
msmarco_passage_14_245578978	37
msmarco_passage_17_465816772	50
msmarco_passage_17_637226357	47
msmarco_passage_17_713383515	58
msmarco_passage_17_715996296	50
msmarco_passage_17_717256981	47
msmarco_passage_17_746773585	73
msmarco_passage_17_859970546	41
msmarco_passage_18_183301978	42
msmarco_passage_18_238734871	42
msmarco_passage_18_644539397	50
msmarco_passage_18_705952653	59
msmarco_passage_18_705959928	41
msmarco_passage_18_786091530	63
msmarco_passage_18_786101890	63
msmarco_passage_18_786110988	50
msmarco_passage_18_859387136	41
msmarco_passage_19_39681318	46
msmarco_passage_19_506927693	60
msmarco_passage_19_521608606	75
msmarco_passage_19_668922894	48
msmarco_passage_19_682845227	51
msmarco_passage_19_770541535	50
msmarco_passage_19_770728379	45
msmarco_passage_20_14000725	63
msmarco_passage_20_14010607	50
msmarco_passage_20_153603042	48
msmarco_passage_20_715101236	43
msmarco_passage_20_767259373	36
msmarco_passage_20_90650417	47
msmarco_passage_20_91021737	52
msmarco_passage_21_114160758	43
msmarco_passage_21_419926268	38
msmarco_passage_21_451888127	48
msmarco_passage_21_537660893	48
msmarco_passage_21_696488292	43
msmarco_passage_22_365129153	39
msmarco_passage_27_744940585	73
msmarco_passage_27_760061115	45
msmarco_passage_27_763966817	42
msmarco_passage_28_563587189	58
msmarco_passage_28_618186654	59
msmarco_passage_28_618190810	49
msmarco_passage_28_658209612	41
msmarco_passage_30_267377844	51
msmarco_passage_31_562631254	54
msmarco_passage_31_565766462	47
msmarco_passage_31_572256187	47
msmarco_passage_31_743520584	56
msmarco_passage_32_587918199	52
msmarco_passage_33_578071118	46
msmarco_passage_34_96219331	50
msmarco_passage_36_474575431	47
msmarco_passage_36_594352226	60
msmarco_passage_37_183593441	49
msmarco_passage_37_183971272	43
msmarco_passage_37_184000259	45
msmarco_passage_37_184270862	33
msmarco_passage_37_184468586	45
msmarco_passage_37_185095891	45
msmarco_passage_37_256812173	63
msmarco_passage_37_259397793	66
msmarco_passage_37_263032719	55
msmarco_passage_37_263389459	40
msmarco_passage_37_263499009	43
msmarco_passage_37_263514420	40
msmarco_passage_37_263554239	40
msmarco_passage_37_263615332	48
msmarco_passage_37_263651937	46
msmarco_passage_37_263654152	70
msmarco_passage_37_263780142	72
msmarco_passage_37_269211878	55
msmarco_passage_38_86847856	46
msmarco_passage_39_623865294	40
msmarco_passage_41_847423584	64
msmarco_passage_41_857149837	50
msmarco_passage_43_582157852	66
msmarco_passage_44_781476980	55
msmarco_passage_46_498416609	55
msmarco_passage_47_596952830	34
msmarco_passage_47_596953160	45
msmarco_passage_47_596954485	43
msmarco_passage_48_206982900	46
msmarco_passage_48_207401019	50
msmarco_passage_49_157981155	45
msmarco_passage_50_854607805	51
msmarco_passage_51_291211924	51
msmarco_passage_51_714422353	46
msmarco_passage_51_714864125	55
msmarco_passage_52_377640867	44
msmarco_passage_54_119379788	45
msmarco_passage_54_125519093	52
msmarco_passage_54_125556501	43
msmarco_passage_54_719147551	80
msmarco_passage_56_236111926	44
msmarco_passage_56_236112830	53
msmarco_passage_56_236116943	42
msmarco_passage_56_240721059	46
msmarco_passage_57_121906173	89
msmarco_passage_57_141071401	62
msmarco_passage_57_339837181	80
msmarco_passage_57_339842060	57
msmarco_passage_57_339844627	42
msmarco_passage_57_343416164	54
msmarco_passage_57_343442039	42
msmarco_passage_57_626527254	56
msmarco_passage_58_121194207	46
msmarco_passage_58_141393715	56
msmarco_passage_58_36117729	50
msmarco_passage_58_394174204	53
msmarco_passage_58_461995289	48
msmarco_passage_58_590711488	44
msmarco_passage_58_749588250	53
msmarco_passage_58_92722810	55
msmarco_passage_60_429573668	78
msmarco_passage_60_776559103	40
msmarco_passage_64_501569010	42
msmarco_passage_64_76286134	39
msmarco_passage_66_443973520	48
msmarco_passage_66_517648255	22592
msmarco_passage_66_550376825	31
msmarco_passage_66_590049464	49
msmarco_passage_66_590062023	49
msmarco_passage_68_263957089	60
msmarco_passage_68_298045029	38
msmarco_passage_68_298665819	58
msmarco_passage_68_37866342	33
msmarco_passage_00_191376566	47
msmarco_passage_00_334417901	6892
msmarco_passage_00_392150158	109
msmarco_passage_00_706040337	6916
msmarco_passage_00_796499824	43
msmarco_passage_01_176514672	52
msmarco_passage_03_137102312	56
msmarco_passage_03_137104537	50
msmarco_passage_03_859067579	54
msmarco_passage_04_487255304	87
msmarco_passage_04_487258120	52
msmarco_passage_04_487294988	54
msmarco_passage_04_487295460	63
msmarco_passage_04_487295948	32
msmarco_passage_04_487297840	34
msmarco_passage_04_487298183	68
msmarco_passage_04_487299223	55
msmarco_passage_04_487300110	43
msmarco_passage_04_487302800	57
msmarco_passage_04_833609631	48
msmarco_passage_05_360678014	47
msmarco_passage_05_519742112	49
msmarco_passage_05_519743417	50
msmarco_passage_05_519758735	43
msmarco_passage_05_519786783	46
msmarco_passage_05_519830234	42
msmarco_passage_05_736264391	108
msmarco_passage_08_686403795	87
msmarco_passage_09_386028846	6931
msmarco_passage_09_793450257	40
msmarco_passage_10_336580078	42
msmarco_passage_10_336580867	40
msmarco_passage_10_336585315	41
msmarco_passage_10_336586063	42
msmarco_passage_10_336586852	40
msmarco_passage_10_336591300	41
msmarco_passage_11_334736144	55
msmarco_passage_11_645387898	49
msmarco_passage_11_645435224	49
msmarco_passage_11_647441716	44
msmarco_passage_11_647442538	46
msmarco_passage_11_647442954	49
msmarco_passage_11_647443426	54
msmarco_passage_11_647445230	36
msmarco_passage_11_647445676	41
msmarco_passage_11_647447457	50
msmarco_passage_11_647447873	47
msmarco_passage_11_647451105	37
msmarco_passage_11_647451576	38
msmarco_passage_11_648585506	41
msmarco_passage_12_414349914	47
msmarco_passage_12_663362166	51
msmarco_passage_12_727184879	47
msmarco_passage_13_103622504	51
msmarco_passage_13_122814133	46
msmarco_passage_13_122814646	43
msmarco_passage_13_122823030	35
msmarco_passage_13_192026498	36
msmarco_passage_14_183277091	49
msmarco_passage_14_191420525	54
msmarco_passage_14_191420974	57
msmarco_passage_14_191421834	45
msmarco_passage_14_191422254	44
msmarco_passage_14_191422699	47
msmarco_passage_14_191423212	33
msmarco_passage_14_191423648	50
msmarco_passage_14_191425031	46
msmarco_passage_14_191425555	43
msmarco_passage_14_191426531	42
msmarco_passage_14_191427060	47
msmarco_passage_14_749053931	47
msmarco_passage_15_381747358	57
msmarco_passage_15_417940673	43
msmarco_passage_15_417943644	53
msmarco_passage_15_417944099	39
msmarco_passage_15_417944497	38
msmarco_passage_15_417944876	38
msmarco_passage_15_417945282	32
msmarco_passage_15_417949168	44
msmarco_passage_15_417967733	38
msmarco_passage_15_418330670	50
msmarco_passage_15_465982169	51
msmarco_passage_15_630647404	39
msmarco_passage_15_630648569	49
msmarco_passage_15_630649061	54
msmarco_passage_15_630649540	45
msmarco_passage_15_652880011	61
msmarco_passage_16_100636996	40
msmarco_passage_16_100659060	34
msmarco_passage_16_100659435	54
msmarco_passage_16_100660286	50
msmarco_passage_16_100666706	51
msmarco_passage_16_100668078	33
msmarco_passage_16_100677704	51
msmarco_passage_18_95509843	64
msmarco_passage_21_834726594	41
msmarco_passage_21_834729322	25
msmarco_passage_21_834730961	49
msmarco_passage_21_834733576	42
msmarco_passage_23_524619901	32
msmarco_passage_23_524621385	44
msmarco_passage_23_524623979	37
msmarco_passage_23_524625660	45
msmarco_passage_23_524630108	67
msmarco_passage_23_524631077	47
msmarco_passage_24_863530374	39
msmarco_passage_24_868617105	37
msmarco_passage_24_868617955	42
msmarco_passage_24_868621845	50
msmarco_passage_24_868625371	47
msmarco_passage_24_868627618	56
msmarco_passage_24_868628065	53
msmarco_passage_24_868628548	32
msmarco_passage_24_868628996	40
msmarco_passage_24_868629415	47
msmarco_passage_24_868630254	53
msmarco_passage_25_210878432	35
msmarco_passage_25_223183763	47
msmarco_passage_25_23701312	41
msmarco_passage_25_584667038	50
msmarco_passage_25_99768922	33
msmarco_passage_25_99769313	47
msmarco_passage_26_487653644	62
msmarco_passage_26_536837343	42
msmarco_passage_26_537217450	56
msmarco_passage_26_537225171	42
msmarco_passage_27_253223576	75
msmarco_passage_30_342776758	45
msmarco_passage_30_342779617	38
msmarco_passage_30_342783146	33
msmarco_passage_30_342789906	34
msmarco_passage_30_350123477	59
msmarco_passage_30_350128193	64
msmarco_passage_30_379778024	51
msmarco_passage_30_545588464	44
msmarco_passage_30_546155480	44
msmarco_passage_30_546158956	47
msmarco_passage_30_546159454	52
msmarco_passage_30_546159921	43
msmarco_passage_30_546161316	57
msmarco_passage_30_546163939	51
msmarco_passage_30_546164380	41
msmarco_passage_30_546164807	39
msmarco_passage_32_550092695	38
msmarco_passage_33_65244249	72
msmarco_passage_33_65244856	46
msmarco_passage_34_146838782	57
msmarco_passage_34_146839715	51
msmarco_passage_34_146840157	47
msmarco_passage_34_146840564	48
msmarco_passage_34_146840981	48
msmarco_passage_34_146842273	53
msmarco_passage_34_146843224	55
msmarco_passage_34_146844527	45
msmarco_passage_34_146844939	58
msmarco_passage_34_146845412	65
msmarco_passage_34_146846737	56
msmarco_passage_34_296172188	53
msmarco_passage_34_397906859	65
msmarco_passage_34_468113085	52
msmarco_passage_34_724096233	53
msmarco_passage_34_724102718	46
msmarco_passage_34_724103174	50
msmarco_passage_34_724104867	47
msmarco_passage_34_724173668	48
msmarco_passage_34_724174615	36
msmarco_passage_34_724175799	42
msmarco_passage_34_724176186	57
msmarco_passage_34_724178878	50
msmarco_passage_34_724179309	51
msmarco_passage_34_724181561	81
msmarco_passage_34_741468403	54
msmarco_passage_34_741472030	53
msmarco_passage_34_89809959	53
msmarco_passage_35_159209927	51
msmarco_passage_35_161347274	44
msmarco_passage_35_161348624	59
msmarco_passage_35_161349921	51
msmarco_passage_36_384926811	35
msmarco_passage_36_384929403	50
msmarco_passage_37_255707955	46
msmarco_passage_37_255708434	40
msmarco_passage_37_255710601	41
msmarco_passage_37_255711759	36
msmarco_passage_37_255713050	36
msmarco_passage_37_255731511	40
msmarco_passage_37_255733590	44
msmarco_passage_37_265146567	43
msmarco_passage_37_265150458	35
msmarco_passage_37_265150872	47
msmarco_passage_37_265151329	43
msmarco_passage_37_265151811	45
msmarco_passage_37_265153155	47
msmarco_passage_37_265195119	42
msmarco_passage_37_265196071	28
msmarco_passage_37_265213761	54
msmarco_passage_37_265216935	64
msmarco_passage_37_268494534	29
msmarco_passage_37_268496305	47
msmarco_passage_37_271084842	72
msmarco_passage_37_271085782	47
msmarco_passage_37_271090141	51
msmarco_passage_37_271093562	53
msmarco_passage_37_271095795	55
msmarco_passage_37_271096261	48
msmarco_passage_37_271096650	42
msmarco_passage_37_271098463	61
msmarco_passage_37_271099330	77
msmarco_passage_37_390105016	41
msmarco_passage_37_513423651	39
msmarco_passage_37_513424045	37
msmarco_passage_37_513424400	54
msmarco_passage_37_513424922	42
msmarco_passage_37_513425405	42
msmarco_passage_37_513425790	59
msmarco_passage_37_513426300	50
msmarco_passage_37_513427533	45
msmarco_passage_37_513427926	39
msmarco_passage_37_513428718	51
msmarco_passage_37_513520265	66
msmarco_passage_37_525334698	43
msmarco_passage_37_585329277	34
msmarco_passage_37_585330588	29
msmarco_passage_37_585331745	32
msmarco_passage_37_585332113	42
msmarco_passage_37_594860729	50
msmarco_passage_37_594865153	50
msmarco_passage_37_626264389	61
msmarco_passage_37_764319391	37
msmarco_passage_38_834973475	68
msmarco_passage_38_835157379	41
msmarco_passage_38_835165601	30
msmarco_passage_39_611500597	62
msmarco_passage_39_677528363	52
msmarco_passage_41_617612330	49
msmarco_passage_41_617625187	49
msmarco_passage_41_617637121	53
msmarco_passage_41_617638492	46
msmarco_passage_41_617641660	52
msmarco_passage_41_617643414	50
msmarco_passage_41_617643814	44
msmarco_passage_41_617645498	44
msmarco_passage_41_617646368	51
msmarco_passage_41_617647677	44
msmarco_passage_41_647561273	44
msmarco_passage_42_749598241	47
msmarco_passage_43_204502133	57
msmarco_passage_43_269908552	86
msmarco_passage_43_59957354	43
msmarco_passage_43_59957754	42
msmarco_passage_43_59958547	44
msmarco_passage_45_286853734	50
msmarco_passage_45_286854224	40
msmarco_passage_45_286857710	44
msmarco_passage_45_286859602	37
msmarco_passage_45_546649013	62
msmarco_passage_45_575737647	45
msmarco_passage_45_575738572	50
msmarco_passage_45_575743184	52
msmarco_passage_45_575744139	52
msmarco_passage_45_575764486	71
msmarco_passage_45_575765062	53
msmarco_passage_45_575768757	40
msmarco_passage_45_575800252	64
msmarco_passage_45_575800876	51
msmarco_passage_45_575818732	77
msmarco_passage_45_575824721	49
msmarco_passage_45_575828740	50
msmarco_passage_45_575829550	53
msmarco_passage_45_575829991	46
msmarco_passage_45_575831335	51
msmarco_passage_45_575832594	60
msmarco_passage_45_575833094	54
msmarco_passage_45_575835773	54
msmarco_passage_45_575836684	49
msmarco_passage_45_575837082	50
msmarco_passage_46_415363419	53
msmarco_passage_47_102809089	73
msmarco_passage_47_368483550	53
msmarco_passage_47_368489762	43
msmarco_passage_47_50868127	75
msmarco_passage_47_708061266	36
msmarco_passage_48_487784349	4769
msmarco_passage_49_337082365	43
msmarco_passage_49_337082812	45
msmarco_passage_49_337083262	43
msmarco_passage_49_337083740	43
msmarco_passage_49_337930189	48
msmarco_passage_49_337932121	53
msmarco_passage_49_337933823	31
msmarco_passage_49_345172659	63
msmarco_passage_49_345176606	50
msmarco_passage_49_364146455	39
msmarco_passage_49_364146852	37
msmarco_passage_49_364148089	51
msmarco_passage_49_376880744	61
msmarco_passage_49_376883829	49
msmarco_passage_49_377095305	44
msmarco_passage_49_377096203	52
msmarco_passage_49_377604825	44
msmarco_passage_49_438938904	45
msmarco_passage_49_539786917	81
msmarco_passage_50_813035010	69
msmarco_passage_51_159532007	44
msmarco_passage_51_160098111	46
msmarco_passage_51_297812731	44
msmarco_passage_52_761380212	45
msmarco_passage_53_634992171	46
msmarco_passage_53_635024792	46
msmarco_passage_53_635041010	46
msmarco_passage_54_859635254	290
msmarco_passage_54_95302237	28
msmarco_passage_54_95302543	32
msmarco_passage_54_95305891	53
msmarco_passage_54_95308615	53
msmarco_passage_54_95325630	67
msmarco_passage_54_95327813	32
msmarco_passage_54_95328139	56
msmarco_passage_55_816281651	34
msmarco_passage_55_816282829	49
msmarco_passage_56_756412466	46
msmarco_passage_57_340212824	40
msmarco_passage_57_340213218	52
msmarco_passage_57_793350629	59
msmarco_passage_57_843887777	47
msmarco_passage_59_292578501	73
msmarco_passage_60_103647837	41
msmarco_passage_60_430309532	51
msmarco_passage_60_431467855	57
msmarco_passage_61_736489165	61
msmarco_passage_61_740014459	47
msmarco_passage_61_740017782	47
msmarco_passage_61_740045371	47
msmarco_passage_62_13234282	36
msmarco_passage_62_13248426	65
msmarco_passage_62_13254473	53
msmarco_passage_62_13255017	36
msmarco_passage_62_13255451	33
msmarco_passage_62_13255814	31
msmarco_passage_62_13292844	61
msmarco_passage_62_13358000	52
msmarco_passage_62_13359525	45
msmarco_passage_62_13359968	41
msmarco_passage_62_13361343	51
msmarco_passage_62_13467056	40
msmarco_passage_62_504169894	114
msmarco_passage_63_706490142	41
msmarco_passage_64_116966429	57
msmarco_passage_64_374543359	49
msmarco_passage_64_499413584	47
msmarco_passage_66_390188690	38
msmarco_passage_68_306688890	78
msmarco_passage_00_32984138	53
msmarco_passage_01_110519325	43
msmarco_passage_01_351068601	44
msmarco_passage_01_787267212	60
msmarco_passage_02_744106068	734
msmarco_passage_05_176677370	43
msmarco_passage_05_303307489	71
msmarco_passage_05_306522453	33
msmarco_passage_05_94099102	52
msmarco_passage_06_356545554	26
msmarco_passage_07_255752525	1586
msmarco_passage_07_256010179	961
msmarco_passage_07_287963990	55
msmarco_passage_07_392314591	36
msmarco_passage_07_419922207	3596
msmarco_passage_07_582184551	21
msmarco_passage_07_844262255	17
msmarco_passage_07_845836871	17
msmarco_passage_08_286748910	15696
msmarco_passage_08_520689631	80
msmarco_passage_08_639794111	6295
msmarco_passage_09_169696091	45
msmarco_passage_09_533815241	51
msmarco_passage_10_467805356	58
msmarco_passage_12_229229042	34
msmarco_passage_12_611778792	23
msmarco_passage_12_614651207	31
msmarco_passage_12_773649422	47
msmarco_passage_12_774376693	54
msmarco_passage_12_775656385	44
msmarco_passage_14_774266842	34
msmarco_passage_14_774267248	96
msmarco_passage_14_774268445	54
msmarco_passage_16_12788174	51
msmarco_passage_16_137087609	56
msmarco_passage_16_461155105	1424
msmarco_passage_16_461173396	1412
msmarco_passage_17_495722861	43
msmarco_passage_17_495730738	46
msmarco_passage_17_552724148	45
msmarco_passage_17_679448197	45
msmarco_passage_17_838763833	40
msmarco_passage_18_115608202	44
msmarco_passage_18_294369695	83
msmarco_passage_18_294378552	83
msmarco_passage_18_814861810	45
msmarco_passage_19_446206996	49
msmarco_passage_19_45826883	47
msmarco_passage_19_468067980	44
msmarco_passage_19_469009554	73
msmarco_passage_19_469017556	46
msmarco_passage_19_471281629	65
msmarco_passage_19_519390970	64
msmarco_passage_19_641005049	40
msmarco_passage_19_641010307	62
msmarco_passage_19_853904892	49
msmarco_passage_20_49409468	20
msmarco_passage_20_49409812	46
msmarco_passage_20_49410310	48
msmarco_passage_20_49410776	51
msmarco_passage_20_49411235	46
msmarco_passage_20_49412079	46
msmarco_passage_20_49827898	36
msmarco_passage_20_52329634	42
msmarco_passage_20_593456829	56
msmarco_passage_20_600234132	46
msmarco_passage_20_634158092	45
msmarco_passage_20_634209079	45
msmarco_passage_20_667126779	44
msmarco_passage_20_719188621	46
msmarco_passage_20_844704776	58
msmarco_passage_20_853629013	41
msmarco_passage_20_854125509	45
msmarco_passage_20_854139373	45
msmarco_passage_21_421646605	40
msmarco_passage_21_423170954	37
msmarco_passage_21_423455583	51
msmarco_passage_21_423456056	41
msmarco_passage_21_49793086	51
msmarco_passage_21_49885652	45
msmarco_passage_21_49898940	45
msmarco_passage_23_542608271	84
msmarco_passage_23_739202893	60
msmarco_passage_26_436321148	56
msmarco_passage_26_462593993	45
msmarco_passage_26_463287320	61
msmarco_passage_27_783444073	38
msmarco_passage_28_161827052	34
msmarco_passage_28_223804800	67
msmarco_passage_28_558299849	43
msmarco_passage_28_752443882	51
msmarco_passage_31_6650701	28
msmarco_passage_33_567354412	47
msmarco_passage_33_567928754	47
msmarco_passage_33_96849538	32
msmarco_passage_35_431712120	39
msmarco_passage_35_431722016	32
msmarco_passage_35_620593580	80
msmarco_passage_36_807846120	68
msmarco_passage_38_377624046	26
msmarco_passage_40_301891021	24
msmarco_passage_40_73956692	44
msmarco_passage_41_111097509	91
msmarco_passage_41_331259647	61
msmarco_passage_41_590747359	46
msmarco_passage_42_441021331	41
msmarco_passage_42_453513767	71
msmarco_passage_42_455655891	71
msmarco_passage_42_455660025	71
msmarco_passage_42_461539091	23
msmarco_passage_42_461540243	24
msmarco_passage_42_461540922	69
msmarco_passage_42_461588463	46
msmarco_passage_42_462142282	40
msmarco_passage_42_462644720	41
msmarco_passage_42_463907886	71
msmarco_passage_42_467503812	33
msmarco_passage_42_467936226	40
msmarco_passage_42_476940531	40
msmarco_passage_42_477671776	40
msmarco_passage_42_481838472	44
msmarco_passage_42_481838923	40
msmarco_passage_42_485445412	40
msmarco_passage_42_485630392	40
msmarco_passage_42_485761344	40
msmarco_passage_42_488079139	44
msmarco_passage_42_488079564	52
msmarco_passage_42_488627732	40
msmarco_passage_42_491927428	40
msmarco_passage_42_498066332	75
msmarco_passage_42_502007584	71
msmarco_passage_42_502008522	41
msmarco_passage_42_503275249	40
msmarco_passage_42_504844182	40
msmarco_passage_42_505953891	40
msmarco_passage_42_507452432	40
msmarco_passage_42_507766281	41
msmarco_passage_42_509372585	40
msmarco_passage_42_510930394	63
msmarco_passage_43_750823133	45
msmarco_passage_45_752686793	43
msmarco_passage_45_752690683	42
msmarco_passage_47_499745796	25
